event_id,event_type,timestamp,amount,customer_id,failure_reason,attempt_count,days_since_last_attempt,customer_history_summary,total_past_payments,past_successful_payments,past_recovery_rate,archetype,did_recover,recovery_probability,recommended_action,policy_decision,executed_action,outcome,revenue_recovered,reasoning_text
e78e081f-c67a-46c5-8bf7-49e5ac1d658a,checkout_abandonment,2026-08-05T12:49:22.782442+00:00,7691.08,cust_checko_7950,abandoned,1,2.08,"{""total_past_payments"": 3, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.6667}",3,2,0.6667,checkout_abandoner,0,0.1184,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (11.3%), indicating high likelihood of permanent failure. Given 1 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
c8907909-08a3-44fd-8a7f-58d5c7ef757f,payment_failure,2026-07-26T04:06:44.568910+00:00,5982.73,cust_chroni_3519,insufficient_funds,6,4.88,"{""total_past_payments"": 4, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.25}",4,1,0.25,chronic_failer,1,0.015,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (0.4%), indicating high likelihood of permanent failure. Given 6 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
a1570399-eb5e-48ef-8b4a-205ae894539e,payment_failure,2026-08-13T23:21:26.734936+00:00,1521.41,cust_reliab_7626,network_error,1,1.83,"{""total_past_payments"": 36, ""past_successful_payments"": 33, ""past_recovery_rate"": 0.9167}",36,33,0.9167,reliable_temporary_glitch,1,0.8253,RETRY,APPROVED,RETRY,SUCCESS,1521.41,The failure reason 'network_error' appears transient with an estimated recovery probability of 70.1%. The customer maintains a healthy historical success rate of 91.7% across 36 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
8b41c222-ce2a-4ba6-ad30-9f9104a96e66,checkout_abandonment,2026-08-05T11:39:01.586314+00:00,7858.43,cust_checko_2189,abandoned,1,2.32,"{""total_past_payments"": 9, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.2222}",9,2,0.2222,checkout_abandoner,1,0.5883,REMINDER,APPROVED,REMINDER,SUCCESS,7858.43,"The customer abandoned checkout for an order worth ₹7,858.43 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
6d0d1ccb-739d-44b7-bc87-0f7e1fb84634,overdue_invoice,2026-08-13T02:02:19.057913+00:00,93402.18,cust_slow_b_3561,overdue,2,14.88,"{""total_past_payments"": 25, ""past_successful_payments"": 18, ""past_recovery_rate"": 0.72}",25,18,0.72,slow_but_reliable_payer,1,0.9172,REMINDER,APPROVED,REMINDER,SUCCESS,93402.18,"The invoice of ₹93,402.18 INR is overdue with 2 previous attempt(s). The customer has a solid historical recovery rate of 72.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
ad38d83d-509b-45c0-b576-033b2b182aaf,overdue_invoice,2026-07-28T14:32:32.157070+00:00,59115.2,cust_slow_b_7113,overdue,3,8.6,"{""total_past_payments"": 25, ""past_successful_payments"": 23, ""past_recovery_rate"": 0.92}",25,23,0.92,slow_but_reliable_payer,0,0.4453,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The invoice of ₹59,115.20 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 92.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
f934e4e5-6cf8-4b58-b5cc-022e2bebf029,checkout_abandonment,2026-08-04T08:22:25.675448+00:00,5001.64,cust_checko_9397,abandoned,1,1.05,"{""total_past_payments"": 5, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.4}",5,2,0.4,checkout_abandoner,1,0.8457,REMINDER,APPROVED,REMINDER,SUCCESS,5001.64,"The customer abandoned checkout for an order worth ₹5,001.64 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
97e0da94-cb04-4f04-b1f5-d93ce47078d2,overdue_invoice,2026-08-13T22:45:25.585349+00:00,20316.03,cust_slow_b_9992,overdue,3,24.99,"{""total_past_payments"": 5, ""past_successful_payments"": 5, ""past_recovery_rate"": 1.0}",5,5,1.0,slow_but_reliable_payer,1,0.8188,REMINDER,APPROVED,REMINDER,SUCCESS,20316.03,"The invoice of ₹20,316.03 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 100.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
89bc7d4b-7fee-403e-aac9-c84540cd8063,payment_failure,2026-07-30T18:18:24.918544+00:00,7564.26,cust_reliab_2143,network_error,2,0.78,"{""total_past_payments"": 25, ""past_successful_payments"": 22, ""past_recovery_rate"": 0.88}",25,22,0.88,reliable_temporary_glitch,0,0.9792,RETRY,APPROVED,RETRY,FAILED,0.0,The failure reason 'network_error' appears transient with an estimated recovery probability of 98.2%. The customer maintains a healthy historical success rate of 88.0% across 25 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
582ee4cd-3928-4ccd-9b78-8f0137cfdeae,checkout_abandonment,2026-08-03T00:57:52.694329+00:00,3980.55,cust_checko_8017,abandoned,1,1.78,"{""total_past_payments"": 5, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.6}",5,3,0.6,checkout_abandoner,0,0.0341,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (6.1%), indicating high likelihood of permanent failure. Given 1 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
d47540bb-2ba3-41f3-aad8-8c5c756dc9a4,subscription_failure,2026-08-13T05:31:18.141190+00:00,3003.99,cust_chroni_6004,expired_card,5,6.27,"{""total_past_payments"": 16, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.1875}",16,3,0.1875,chronic_failer,0,0.2098,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (3.1%), indicating high likelihood of permanent failure. Given 5 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
11e812a0-7580-4af2-b0b3-5f2a0875051a,overdue_invoice,2026-08-19T01:42:36.461095+00:00,35255.43,cust_slow_b_2252,overdue,1,27.28,"{""total_past_payments"": 10, ""past_successful_payments"": 8, ""past_recovery_rate"": 0.8}",10,8,0.8,slow_but_reliable_payer,0,0.7349,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The invoice of ₹35,255.43 INR is overdue with 1 previous attempt(s). The customer has a solid historical recovery rate of 80.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
a7fd63d9-1254-40fa-a046-de588475fede,checkout_abandonment,2026-08-04T03:55:21.432972+00:00,9334.26,cust_checko_9842,abandoned,1,2.74,"{""total_past_payments"": 8, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.375}",8,3,0.375,checkout_abandoner,0,0.287,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹9,334.26 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
f22fc2ef-abc1-467c-8468-e392eb957de7,subscription_failure,2026-08-14T19:57:01.442946+00:00,11696.1,cust_reliab_7500,network_error,2,0.35,"{""total_past_payments"": 42, ""past_successful_payments"": 39, ""past_recovery_rate"": 0.9286}",42,39,0.9286,reliable_temporary_glitch,1,0.9596,RETRY,APPROVED,RETRY,SUCCESS,11696.1,The failure reason 'network_error' appears transient with an estimated recovery probability of 86.8%. The customer maintains a healthy historical success rate of 92.9% across 42 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
8e8a80bd-f5a2-463c-9393-e422a30f6409,subscription_failure,2026-08-01T00:08:05.259065+00:00,11479.49,cust_reliab_3395,card_declined,1,0.95,"{""total_past_payments"": 21, ""past_successful_payments"": 20, ""past_recovery_rate"": 0.9524}",21,20,0.9524,reliable_temporary_glitch,1,0.2715,RETRY,APPROVED,RETRY,SUCCESS,11479.49,The failure reason 'card_declined' appears transient with an estimated recovery probability of 40.7%. The customer maintains a healthy historical success rate of 95.2% across 21 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
a90b8f7a-823b-46fe-92bc-91b051563df3,payment_failure,2026-08-14T23:10:53.121666+00:00,7570.81,cust_reliab_4387,network_error,1,0.6,"{""total_past_payments"": 24, ""past_successful_payments"": 21, ""past_recovery_rate"": 0.875}",24,21,0.875,reliable_temporary_glitch,1,0.7154,RETRY,APPROVED,RETRY,SUCCESS,7570.81,The failure reason 'network_error' appears transient with an estimated recovery probability of 93.7%. The customer maintains a healthy historical success rate of 87.5% across 24 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
142ba8fe-f7fe-48ce-9c60-8b0f27d3fbc7,subscription_failure,2026-08-20T07:59:59.294875+00:00,170918.07,cust_high_v_5480,insufficient_funds,1,2.26,"{""total_past_payments"": 21, ""past_successful_payments"": 17, ""past_recovery_rate"": 0.8095}",21,17,0.8095,high_value_link_responder,0,0.6184,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹170,918.07 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
6c29a051-dda4-4839-907d-38814062ccfb,payment_failure,2026-08-16T07:33:33.549385+00:00,5298.67,cust_chroni_7165,expired_card,5,4.53,"{""total_past_payments"": 4, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.25}",4,1,0.25,chronic_failer,0,0.0409,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (0.4%), indicating high likelihood of permanent failure. Given 5 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
97c8b2d7-c35a-4bb8-811a-ee88ce3dfbd4,overdue_invoice,2026-07-28T18:01:04.154320+00:00,89845.47,cust_slow_b_4768,overdue,1,17.55,"{""total_past_payments"": 8, ""past_successful_payments"": 6, ""past_recovery_rate"": 0.75}",8,6,0.75,slow_but_reliable_payer,1,0.3716,REMINDER,APPROVED,REMINDER,SUCCESS,89845.47,"The invoice of ₹89,845.47 INR is overdue with 1 previous attempt(s). The customer has a solid historical recovery rate of 75.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
330464f3-ca48-4b2d-b04a-7cef15b162c1,overdue_invoice,2026-08-15T22:09:32.761930+00:00,42600.06,cust_slow_b_6410,overdue,3,25.42,"{""total_past_payments"": 25, ""past_successful_payments"": 19, ""past_recovery_rate"": 0.76}",25,19,0.76,slow_but_reliable_payer,1,0.8447,REMINDER,APPROVED,REMINDER,SUCCESS,42600.06,"The invoice of ₹42,600.06 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 76.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
7b7dee67-a13e-467c-82c6-310ad3444ed7,payment_failure,2026-07-27T12:42:30.202977+00:00,375.08,cust_chroni_9399,card_declined,3,1.77,"{""total_past_payments"": 20, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.1}",20,2,0.1,chronic_failer,1,0.1045,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (4.9%), indicating high likelihood of permanent failure. Given 3 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
0a4b3956-9924-4417-9942-6a08359f6867,overdue_invoice,2026-08-13T18:47:03.271164+00:00,26203.38,cust_slow_b_5644,overdue,2,19.98,"{""total_past_payments"": 22, ""past_successful_payments"": 19, ""past_recovery_rate"": 0.8636}",22,19,0.8636,slow_but_reliable_payer,1,0.9057,REMINDER,APPROVED,REMINDER,SUCCESS,26203.38,"The invoice of ₹26,203.38 INR is overdue with 2 previous attempt(s). The customer has a solid historical recovery rate of 86.4%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
95fd5fa2-9890-4c2e-8ade-86b38a1e068f,payment_failure,2026-08-14T22:47:21.265636+00:00,3403.98,cust_chroni_9369,expired_card,4,5.77,"{""total_past_payments"": 7, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.2857}",7,2,0.2857,chronic_failer,0,0.0365,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (3.1%), indicating high likelihood of permanent failure. Given 4 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
54edad56-c9e4-4858-bb72-a5d41f49dc74,subscription_failure,2026-08-07T22:13:57.657449+00:00,157884.1,cust_high_v_4315,card_declined,1,1.45,"{""total_past_payments"": 9, ""past_successful_payments"": 6, ""past_recovery_rate"": 0.6667}",9,6,0.6667,high_value_link_responder,0,0.8659,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹157,884.10 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
5670d6da-0b1f-431c-a5b6-21e72008e2e3,checkout_abandonment,2026-08-16T04:59:13.971908+00:00,10863.57,cust_checko_2925,abandoned,1,2.66,"{""total_past_payments"": 8, ""past_successful_payments"": 4, ""past_recovery_rate"": 0.5}",8,4,0.5,checkout_abandoner,1,0.265,REMINDER,APPROVED,REMINDER,SUCCESS,10863.57,"The customer abandoned checkout for an order worth ₹10,863.57 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
aa7c31cc-94ce-4026-9262-e98cb677bb4f,checkout_abandonment,2026-08-05T08:26:42.997097+00:00,463.86,cust_checko_9680,abandoned,2,1.66,"{""total_past_payments"": 5, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.6}",5,3,0.6,checkout_abandoner,0,0.4117,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹463.86 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
373a7a92-a6ac-416d-a033-09b7055715dd,subscription_failure,2026-07-28T09:24:14.540859+00:00,13663.95,cust_reliab_4809,network_error,1,0.91,"{""total_past_payments"": 26, ""past_successful_payments"": 24, ""past_recovery_rate"": 0.9231}",26,24,0.9231,reliable_temporary_glitch,0,0.1602,RETRY,APPROVED,RETRY,FAILED,0.0,The failure reason 'network_error' appears transient with an estimated recovery probability of 36.4%. The customer maintains a healthy historical success rate of 92.3% across 26 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
b3e89310-eb82-4d96-8464-e17ffb47fda8,payment_failure,2026-08-05T05:14:41.464797+00:00,83006.12,cust_high_v_9561,network_error,1,2.27,"{""total_past_payments"": 30, ""past_successful_payments"": 18, ""past_recovery_rate"": 0.6}",30,18,0.6,high_value_link_responder,0,0.734,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹83,006.12 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
37f9b3e7-54d2-484e-b7bf-95ff3c6d8ec2,subscription_failure,2026-08-10T15:53:48.978590+00:00,1407.27,cust_chroni_6990,card_declined,5,2.57,"{""total_past_payments"": 19, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.1579}",19,3,0.1579,chronic_failer,0,0.3165,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (9.0%), indicating high likelihood of permanent failure. Given 5 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
41a374ac-9117-429f-a84c-39641cfea030,subscription_failure,2026-08-15T10:04:18.303882+00:00,8505.52,cust_reliab_5157,network_error,2,0.44,"{""total_past_payments"": 45, ""past_successful_payments"": 42, ""past_recovery_rate"": 0.9333}",45,42,0.9333,reliable_temporary_glitch,1,0.9811,RETRY,APPROVED,RETRY,SUCCESS,8505.52,The failure reason 'network_error' appears transient with an estimated recovery probability of 67.2%. The customer maintains a healthy historical success rate of 93.3% across 45 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
0d84ee1e-f595-444f-b6f5-6cdff17e93d0,overdue_invoice,2026-07-26T14:46:23.548714+00:00,20717.72,cust_slow_b_9328,overdue,1,16.16,"{""total_past_payments"": 9, ""past_successful_payments"": 7, ""past_recovery_rate"": 0.7778}",9,7,0.7778,slow_but_reliable_payer,1,0.383,REMINDER,APPROVED,REMINDER,SUCCESS,20717.72,"The invoice of ₹20,717.72 INR is overdue with 1 previous attempt(s). The customer has a solid historical recovery rate of 77.8%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
29a7afdf-a12d-4033-b02d-4e417bc5c47c,overdue_invoice,2026-07-31T14:50:59.470292+00:00,73611.09,cust_slow_b_2492,overdue,1,14.73,"{""total_past_payments"": 24, ""past_successful_payments"": 17, ""past_recovery_rate"": 0.7083}",24,17,0.7083,slow_but_reliable_payer,1,0.5438,REMINDER,APPROVED,REMINDER,SUCCESS,73611.09,"The invoice of ₹73,611.09 INR is overdue with 1 previous attempt(s). The customer has a solid historical recovery rate of 70.8%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
37c0e20f-9731-4aa8-988a-dddbd1d9ec7a,payment_failure,2026-08-10T09:43:47.627010+00:00,4950.43,cust_chroni_9536,card_declined,6,6.58,"{""total_past_payments"": 14, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.2143}",14,3,0.2143,chronic_failer,0,0.0307,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (4.5%), indicating high likelihood of permanent failure. Given 6 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
b31b9e1a-ebff-490b-ab6d-a698db287476,payment_failure,2026-07-29T07:43:59.165533+00:00,25774.4,cust_slow_b_9489,overdue,2,15.97,"{""total_past_payments"": 10, ""past_successful_payments"": 9, ""past_recovery_rate"": 0.9}",10,9,0.9,slow_but_reliable_payer,1,0.8296,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,25774.4,"This is a high-value transaction of ₹25,774.40 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
4fcf9b4c-faee-4906-9e3c-be8358ab50dd,payment_failure,2026-08-16T10:42:12.618145+00:00,33113.75,cust_high_v_5520,card_declined,1,2.14,"{""total_past_payments"": 10, ""past_successful_payments"": 6, ""past_recovery_rate"": 0.6}",10,6,0.6,high_value_link_responder,0,0.7132,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹33,113.75 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
7868ba5a-e9dc-4dce-8480-bc429b79e328,payment_failure,2026-08-03T22:45:12.485507+00:00,141492.11,cust_high_v_6703,card_declined,3,2.26,"{""total_past_payments"": 7, ""past_successful_payments"": 5, ""past_recovery_rate"": 0.7143}",7,5,0.7143,high_value_link_responder,1,0.4672,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,141492.11,"This is a high-value transaction of ₹141,492.11 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
1eda0f54-40ec-471b-9509-190e2f5b27a8,subscription_failure,2026-08-09T09:52:57.104259+00:00,567.45,cust_reliab_9243,network_error,1,0.87,"{""total_past_payments"": 16, ""past_successful_payments"": 15, ""past_recovery_rate"": 0.9375}",16,15,0.9375,reliable_temporary_glitch,1,0.6753,RETRY,APPROVED,RETRY,SUCCESS,567.45,The failure reason 'network_error' appears transient with an estimated recovery probability of 70.5%. The customer maintains a healthy historical success rate of 93.8% across 16 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
9d3d251d-9136-4bb5-9778-ac4bcef040c6,subscription_failure,2026-07-23T19:54:01.639619+00:00,13203.64,cust_reliab_4985,insufficient_funds,2,1.42,"{""total_past_payments"": 34, ""past_successful_payments"": 32, ""past_recovery_rate"": 0.9412}",34,32,0.9412,reliable_temporary_glitch,1,0.897,RETRY,APPROVED,RETRY,SUCCESS,13203.64,The failure reason 'insufficient_funds' appears transient with an estimated recovery probability of 47.2%. The customer maintains a healthy historical success rate of 94.1% across 34 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
b578a217-9ff0-4910-9bcb-ade8f54a5795,checkout_abandonment,2026-08-20T17:02:19.265747+00:00,1792.9,cust_checko_4767,abandoned,1,1.27,"{""total_past_payments"": 3, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.6667}",3,2,0.6667,checkout_abandoner,0,0.2369,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹1,792.90 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
a138472b-0689-405a-91d1-0d6143ed3086,checkout_abandonment,2026-08-05T11:03:42.529783+00:00,8544.45,cust_checko_6603,abandoned,2,0.9,"{""total_past_payments"": 1, ""past_successful_payments"": 0, ""past_recovery_rate"": 0.0}",1,0,0.0,checkout_abandoner,1,0.178,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (14.4%), indicating high likelihood of permanent failure. Given 2 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
87ac4d37-8650-4a7e-bd6b-0eb27aa7bb5f,payment_failure,2026-08-13T10:59:47.845604+00:00,238101.57,cust_high_v_4271,insufficient_funds,3,2.83,"{""total_past_payments"": 11, ""past_successful_payments"": 8, ""past_recovery_rate"": 0.7273}",11,8,0.7273,high_value_link_responder,1,0.6538,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,238101.57,"This is a high-value transaction of ₹238,101.57 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
49ece4a1-f616-4c38-9aeb-a62b84b0401c,checkout_abandonment,2026-08-14T15:42:06.350492+00:00,10093.56,cust_checko_2285,abandoned,2,0.64,"{""total_past_payments"": 1, ""past_successful_payments"": 0, ""past_recovery_rate"": 0.0}",1,0,0.0,checkout_abandoner,0,0.6597,REMINDER,BLOCKED: max_daily_contact_attempts_per_customer,STOP,NO_ACTION,0.0,"The customer abandoned checkout for an order worth ₹10,093.56 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
7358ed7d-5a4c-436e-b2c9-6585d788de4a,subscription_failure,2026-08-20T06:18:06.249289+00:00,133515.72,cust_high_v_9041,network_error,3,1.29,"{""total_past_payments"": 23, ""past_successful_payments"": 20, ""past_recovery_rate"": 0.8696}",23,20,0.8696,high_value_link_responder,1,0.9815,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,133515.72,"This is a high-value transaction of ₹133,515.72 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
1da1797a-5a3b-47a1-96c7-4de0974c9a64,subscription_failure,2026-08-09T14:15:28.615302+00:00,11377.46,cust_reliab_9859,network_error,1,0.2,"{""total_past_payments"": 37, ""past_successful_payments"": 34, ""past_recovery_rate"": 0.9189}",37,34,0.9189,reliable_temporary_glitch,1,0.9588,RETRY,APPROVED,RETRY,SUCCESS,11377.46,The failure reason 'network_error' appears transient with an estimated recovery probability of 94.9%. The customer maintains a healthy historical success rate of 91.9% across 37 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
502ff6eb-dfa9-49af-a197-6e9e86529bb3,subscription_failure,2026-08-17T22:03:57.950167+00:00,8013.97,cust_reliab_7216,network_error,2,1.41,"{""total_past_payments"": 10, ""past_successful_payments"": 9, ""past_recovery_rate"": 0.9}",10,9,0.9,reliable_temporary_glitch,1,0.9355,RETRY,APPROVED,RETRY,SUCCESS,8013.97,The failure reason 'network_error' appears transient with an estimated recovery probability of 99.2%. The customer maintains a healthy historical success rate of 90.0% across 10 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
d564f7e5-ac68-4fd6-a630-0632c051be5f,payment_failure,2026-08-13T17:44:47.880316+00:00,4478.79,cust_chroni_9171,expired_card,4,2.62,"{""total_past_payments"": 12, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.1667}",12,2,0.1667,chronic_failer,0,0.0076,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (0.6%), indicating high likelihood of permanent failure. Given 4 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
d6f0e367-6ca9-4e01-adef-510f4a6cd22d,checkout_abandonment,2026-08-08T00:12:22.727893+00:00,7049.78,cust_checko_8081,abandoned,1,2.48,"{""total_past_payments"": 4, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.5}",4,2,0.5,checkout_abandoner,0,0.5737,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹7,049.78 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
72782697-5918-4069-9a37-4674442fbfdd,overdue_invoice,2026-07-30T08:58:51.373563+00:00,52568.83,cust_slow_b_9470,overdue,1,9.42,"{""total_past_payments"": 19, ""past_successful_payments"": 14, ""past_recovery_rate"": 0.7368}",19,14,0.7368,slow_but_reliable_payer,1,0.7906,REMINDER,APPROVED,REMINDER,SUCCESS,52568.83,"The invoice of ₹52,568.83 INR is overdue with 1 previous attempt(s). The customer has a solid historical recovery rate of 73.7%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
938c6ecb-6974-450b-925d-1f91137eab65,checkout_abandonment,2026-08-20T02:22:49.757635+00:00,1593.16,cust_checko_2577,abandoned,1,0.37,"{""total_past_payments"": 4, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.5}",4,2,0.5,checkout_abandoner,0,0.0419,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (16.9%), indicating high likelihood of permanent failure. Given 1 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
